Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
14-Dec-20,EQ,"4,952.00","5,054.00","4,952.00","5,016.95","5,024.00","5,022.80","5,019.53","5,512.65","2,495.05",1183625,"5,94,12,39,317.55",78817
11-Dec-20,EQ,"5,055.10","5,084.05","4,984.80","5,053.10","5,013.00","5,016.95","5,032.92","5,512.65","2,495.05",767963,"3,86,50,98,016.20",43289
10-Dec-20,EQ,"5,058.00","5,086.40","5,015.00","5,056.90","5,050.00","5,053.10","5,054.79","5,512.65","2,495.05",948294,"4,79,34,23,023.00",59720
09-Dec-20,EQ,"5,025.00","5,100.00","5,025.00","5,015.20","5,058.00","5,056.90","5,062.83","5,512.65","2,495.05",1353498,"6,85,25,25,576.90",85686
08-Dec-20,EQ,"5,050.00","5,080.00","4,955.90","5,029.10","5,011.00","5,015.20","5,028.04","5,512.65","2,495.05",1327701,"6,67,57,38,681.80",83715
07-Dec-20,EQ,"4,930.00","5,074.00","4,905.10","4,908.55","5,028.45","5,029.10","5,016.86","5,512.65","2,495.05",2405904,"12,07,00,78,324.20",126157
04-Dec-20,EQ,"4,940.00","4,960.55","4,862.10","4,923.05","4,914.00","4,908.55","4,908.82","5,512.65","2,495.05",1399682,"6,87,07,81,384.25",74301
03-Dec-20,EQ,"4,870.00","4,939.00","4,842.60","4,850.25","4,939.00","4,923.05","4,887.00","5,512.65","2,495.05",1034893,"5,05,75,25,032.25",66504
02-Dec-20,EQ,"4,852.10","4,889.00","4,811.00","4,830.40","4,848.35","4,850.25","4,847.29","5,512.65","2,495.05",1223452,"5,93,04,22,510.15",76193
01-Dec-20,EQ,"4,870.00","4,870.00","4,806.00","4,828.95","4,835.10","4,830.40","4,835.73","5,512.65","2,495.05",1117190,"5,40,24,26,138.20",80383
27-Nov-20,EQ,"4,901.00","4,935.55","4,809.20","4,901.35","4,826.00","4,828.95","4,866.15","5,512.65","2,495.05",2003738,"9,75,04,89,075.25",99080
26-Nov-20,EQ,"4,810.00","4,929.30","4,773.80","4,806.30","4,905.00","4,901.35","4,842.75","5,512.65","2,495.05",1667235,"8,07,40,00,301.55",88306
25-Nov-20,EQ,"4,998.00","5,017.00","4,781.00","4,915.50","4,803.00","4,806.30","4,903.52","5,512.65","2,495.05",2659116,"13,03,90,24,672.65",156963
24-Nov-20,EQ,"4,850.00","4,940.00","4,785.80","4,828.75","4,934.10","4,915.50","4,871.51","5,512.65","2,495.05",1922298,"9,36,44,90,471.70",115067
23-Nov-20,EQ,"4,685.00","4,870.00","4,671.10","4,670.95","4,835.00","4,828.75","4,804.61","5,512.65","2,495.05",2152603,"10,34,24,10,871.55",129714
20-Nov-20,EQ,"4,730.00","4,752.30","4,656.30","4,707.70","4,677.00","4,670.95","4,691.62","5,512.65","2,495.05",954936,"4,48,01,97,435.40",61525
19-Nov-20,EQ,"4,675.00","4,811.80","4,657.00","4,703.80","4,725.00","4,707.70","4,740.46","5,512.65","2,495.05",1767289,"8,37,77,66,888.65",94538
18-Nov-20,EQ,"4,785.00","4,795.00","4,675.00","4,784.15","4,704.00","4,703.80","4,719.14","5,512.65","2,495.05",1300059,"6,13,51,57,926.45",78642
17-Nov-20,EQ,"4,875.00","4,879.85","4,770.00","4,872.05","4,785.00","4,784.15","4,806.93","5,512.65","2,495.05",1283213,"6,16,83,11,618.50",74467
14-Nov-20,EQ,"4,881.20","4,898.00","4,830.00","4,856.90","4,875.60","4,872.05","4,870.19","5,512.65","2,495.05",135216,"65,85,26,981.80",8648
13-Nov-20,EQ,"4,850.00","4,884.85","4,830.05","4,826.85","4,869.95","4,856.90","4,853.63","5,512.65","2,495.05",1091870,"5,29,95,37,017.15",55502
12-Nov-20,EQ,"4,875.00","4,925.00","4,805.00","4,882.15","4,835.00","4,826.85","4,871.42","5,512.65","2,495.05",1316470,"6,41,30,84,264.65",65347
11-Nov-20,EQ,"4,730.00","4,919.90","4,691.10","4,698.00","4,898.00","4,882.15","4,819.91","5,512.65","2,495.05",2707044,"13,04,76,95,247.85",137669
10-Nov-20,EQ,"4,824.00","4,868.00","4,679.40","4,879.65","4,715.00","4,698.00","4,762.09","5,512.65","2,495.05",1966030,"9,36,24,19,572.60",136925
09-Nov-20,EQ,"4,925.00","4,954.00","4,870.00","4,902.95","4,888.90","4,879.65","4,900.28","5,512.65","2,495.05",1205651,"5,90,80,33,165.15",66578
06-Nov-20,EQ,"4,962.90","4,962.90","4,890.85","4,958.50","4,904.00","4,902.95","4,913.48","5,512.65","2,495.05",1090442,"5,35,78,61,028.45",66822
05-Nov-20,EQ,"4,972.75","4,999.30","4,922.10","4,935.60","4,959.30","4,958.50","4,958.09","5,512.65","2,495.05",1034046,"5,12,68,91,021.85",60167
04-Nov-20,EQ,"4,901.75","4,964.80","4,877.40","4,877.35","4,939.00","4,935.60","4,929.48","5,512.65","2,495.05",1521480,"7,50,01,10,171.65",75699
03-Nov-20,EQ,"4,851.00","4,920.00","4,831.10","4,858.65","4,880.00","4,877.35","4,874.57","5,512.65","2,495.05",1460820,"7,12,08,76,376.80",79200
02-Nov-20,EQ,"4,896.00","4,920.00","4,820.80","4,888.65","4,851.00","4,858.65","4,861.67","5,512.65","2,495.05",1170993,"5,69,29,76,863.40",68749
30-Oct-20,EQ,"4,974.00","4,978.05","4,870.15","4,941.95","4,886.00","4,888.65","4,919.48","5,512.65","2,495.05",1263391,"6,21,52,22,995.05",69373
29-Oct-20,EQ,"4,920.00","5,040.00","4,894.95","4,951.00","4,922.00","4,941.95","4,974.93","5,512.65","2,495.05",2310287,"11,49,35,15,153.95",126440
28-Oct-20,EQ,"5,110.00","5,150.00","4,920.00","5,099.40","4,935.00","4,951.00","5,057.57","5,512.65","2,495.05",3628334,"18,35,05,50,784.35",174264
27-Oct-20,EQ,"4,990.00","5,127.00","4,960.50","4,978.10","5,109.90","5,099.40","5,045.27","5,512.65","2,495.05",1843547,"9,30,11,95,084.20",98391
26-Oct-20,EQ,"5,008.00","5,062.00","4,951.25","5,018.25","4,951.30","4,978.10","5,006.67","5,512.65","2,495.05",1408079,"7,04,97,87,973.85",76728
23-Oct-20,EQ,"5,051.00","5,091.00","4,996.00","5,022.00","5,008.00","5,018.25","5,037.66","5,512.65","2,495.05",1817481,"9,15,58,53,816.15",93793
22-Oct-20,EQ,"5,036.70","5,044.70","4,831.00","5,046.75","5,029.15","5,022.00","4,950.74","5,512.65","2,495.05",4918148,"24,34,84,93,959.15",235753
21-Oct-20,EQ,"5,096.55","5,096.55","4,906.55","5,071.15","5,030.30","5,046.75","5,033.87","5,512.65","2,495.05",1601491,"8,06,17,02,749.45",94124
20-Oct-20,EQ,"5,056.95","5,110.00","5,030.95","5,058.15","5,071.75","5,071.15","5,075.86","5,512.65","2,495.05",1380290,"7,00,61,55,398.35",72938
19-Oct-20,EQ,"5,211.00","5,215.00","5,042.05","5,080.55","5,049.65","5,058.15","5,095.13","5,512.65","2,495.05",2150734,"10,95,82,63,192.05",112496
16-Oct-20,EQ,"5,036.00","5,125.00","5,020.00","5,056.25","5,098.60","5,080.55","5,079.67","5,512.65","2,495.05",2023115,"10,27,67,59,243.55",95508
15-Oct-20,EQ,"5,148.65","5,165.00","5,020.10","5,123.00","5,070.00","5,056.25","5,093.18","5,512.65","2,495.05",1768628,"9,00,79,41,524.05",82352
14-Oct-20,EQ,"5,175.00","5,219.75","5,090.85","5,168.75","5,120.20","5,123.00","5,143.34","5,512.65","2,495.05",1864628,"9,59,04,19,210.45",95324
13-Oct-20,EQ,"5,230.00","5,322.80","5,157.85","5,220.50","5,165.00","5,168.75","5,254.26","5,512.65","2,495.05",3363975,"17,67,52,02,940.95",154790
12-Oct-20,EQ,"5,158.10","5,238.00","5,111.00","5,153.00","5,233.00","5,220.50","5,179.93","5,512.65","2,495.05",1935812,"10,02,73,74,426.65",94390
09-Oct-20,EQ,"5,151.00","5,258.00","5,136.00","5,194.40","5,158.00","5,153.00","5,187.53","5,512.65","2,495.05",2333975,"12,10,75,66,976.35",116807
08-Oct-20,EQ,"5,144.00","5,214.80","5,056.00","5,104.95","5,211.00","5,194.40","5,139.71","5,512.65","2,495.05",2220562,"11,41,30,53,878.60",109282
07-Oct-20,EQ,"5,145.00","5,195.00","5,093.20","5,136.50","5,110.00","5,104.95","5,133.99","5,512.65","2,495.05",1582414,"8,12,40,91,721.80",77702
06-Oct-20,EQ,"5,159.50","5,226.75","5,112.20","5,159.50","5,136.00","5,136.50","5,166.44","5,512.65","2,495.05",1690007,"8,73,13,11,398.85",89306
05-Oct-20,EQ,"5,170.00","5,190.00","5,103.00","5,112.05","5,181.95","5,159.50","5,139.91","5,512.65","2,495.05",1837683,"9,44,55,26,930.50",85213
01-Oct-20,EQ,"5,225.00","5,256.00","5,088.40","5,187.80","5,120.00","5,112.05","5,148.28","5,512.65","2,495.05",2277137,"11,72,33,45,882.70",110187
30-Sep-20,EQ,"5,100.00","5,318.00","5,085.00","5,084.20","5,182.00","5,187.80","5,240.78","5,512.65","2,495.05",5395622,"28,27,72,66,870.40",256991
29-Sep-20,EQ,"5,130.00","5,154.95","5,066.40","5,129.85","5,071.95","5,084.20","5,106.09","5,512.65","2,495.05",1429998,"7,30,17,00,449.25",68848
28-Sep-20,EQ,"5,199.95","5,200.00","5,090.80","5,112.20","5,125.00","5,129.85","5,139.35","5,512.65","2,495.05",2497630,"12,83,61,92,639.60",117300
25-Sep-20,EQ,"5,120.00","5,153.00","5,044.00","5,027.40","5,118.00","5,112.20","5,102.25","5,512.65","2,495.05",3514249,"17,93,05,65,248.30",176437
24-Sep-20,EQ,"5,060.00","5,202.90","5,002.50","5,107.75","5,058.00","5,027.40","5,102.45","5,512.65","2,495.05",5197979,"26,52,24,25,751.40",244466
23-Sep-20,EQ,"5,256.00","5,280.00","5,059.40","5,167.95","5,080.00","5,107.75","5,164.47","5,512.65","2,495.05",5013438,"25,89,17,43,409.65",240318
22-Sep-20,EQ,"5,214.00","5,260.00","5,055.00","5,142.00","5,198.70","5,167.95","5,157.49","5,512.65","2,495.05",7703358,"39,73,00,17,599.40",359851
21-Sep-20,EQ,"5,333.35","5,512.65","5,111.25","5,333.35","5,130.00","5,142.00","5,287.28","5,512.65","2,495.05",12743499,"67,37,85,05,177.70",621191
18-Sep-20,EQ,"5,000.00","5,496.95","4,950.25","4,827.25","5,306.00","5,333.35","5,266.04","5,496.95","2,495.05",21987146,"1,15,78,52,88,081.70",929801
17-Sep-20,EQ,"4,704.00","4,845.55","4,654.95","4,627.90","4,825.00","4,827.25","4,759.06","4,845.55","2,495.05",8429919,"40,11,84,92,796.05",358155
16-Sep-20,EQ,"4,455.00","4,650.80","4,411.00","4,442.35","4,639.60","4,627.90","4,559.87","4,758.60","2,495.05",2979840,"13,58,76,95,789.40",139860
15-Sep-20,EQ,"4,374.95","4,549.00","4,372.55","4,364.10","4,439.80","4,442.35","4,494.12","4,758.60","2,495.05",2504467,"11,25,53,79,905.15",106829
14-Sep-20,EQ,"4,423.65","4,423.65","4,336.00","4,401.60","4,371.80","4,364.10","4,377.76","4,758.60","2,495.05",584911,"2,56,06,02,052.40",33908
11-Sep-20,EQ,"4,400.00","4,447.00","4,375.00","4,380.15","4,404.00","4,401.60","4,407.50","4,758.60","2,495.05",886945,"3,90,92,11,689.35",43118
10-Sep-20,EQ,"4,460.00","4,462.00","4,340.55","4,429.45","4,379.00","4,380.15","4,385.40","4,758.60","2,495.05",871169,"3,82,04,22,898.70",50631
09-Sep-20,EQ,"4,349.90","4,444.00","4,335.60","4,348.80","4,421.50","4,429.45","4,392.99","4,758.60","2,495.05",1235112,"5,42,58,39,335.75",60701
08-Sep-20,EQ,"4,465.00","4,481.50","4,328.80","4,419.85","4,330.00","4,348.80","4,406.40","4,758.60","2,495.05",1471551,"6,48,42,42,703.60",76222
07-Sep-20,EQ,"4,344.15","4,436.00","4,295.25","4,322.50","4,431.50","4,419.85","4,376.85","4,758.60","2,495.05",1230797,"5,38,70,18,681.05",60821
04-Sep-20,EQ,"4,400.00","4,483.45","4,291.95","4,433.15","4,322.00","4,322.50","4,402.43","4,758.60","2,495.05",1354800,"5,96,44,15,629.75",74130
03-Sep-20,EQ,"4,374.55","4,466.00","4,340.15","4,352.75","4,436.45","4,433.15","4,423.08","4,758.60","2,495.05",938400,"4,15,06,22,324.50",58145
02-Sep-20,EQ,"4,351.25","4,397.40","4,316.70","4,351.95","4,360.00","4,352.75","4,361.97","4,758.60","2,495.05",603697,"2,63,33,07,750.10",39168
01-Sep-20,EQ,"4,271.10","4,375.90","4,232.00","4,264.70","4,365.05","4,351.95","4,295.93","4,758.60","2,495.05",812641,"3,49,10,46,068.75",40432
31-Aug-20,EQ,"4,375.00","4,425.00","4,216.65","4,374.30","4,233.50","4,264.70","4,316.49","4,758.60","2,495.05",1188829,"5,13,15,72,212.00",75431
28-Aug-20,EQ,"4,460.00","4,466.00","4,360.80","4,437.00","4,374.00","4,374.30","4,404.68","4,758.60","2,493.95",1162854,"5,12,19,98,509.20",74248
27-Aug-20,EQ,"4,442.40","4,468.30","4,417.00","4,434.75","4,429.00","4,437.00","4,444.71","4,758.60","2,493.95",903664,"4,01,65,27,483.90",42811
26-Aug-20,EQ,"4,431.00","4,452.90","4,400.00","4,427.70","4,444.00","4,434.75","4,418.40","4,758.60","2,493.95",692020,"3,05,76,19,112.45",36353
25-Aug-20,EQ,"4,490.00","4,492.40","4,420.00","4,472.55","4,420.00","4,427.70","4,450.54","4,758.60","2,493.95",602257,"2,68,03,69,237.50",36982
24-Aug-20,EQ,"4,489.75","4,507.10","4,425.00","4,489.75","4,477.70","4,472.55","4,456.48","4,758.60","2,493.95",735238,"3,27,65,74,368.60",54608
21-Aug-20,EQ,"4,520.00","4,520.00","4,473.60","4,476.00","4,485.55","4,489.75","4,492.69","4,758.60","2,491.00",487702,"2,19,10,91,875.85",26147
20-Aug-20,EQ,"4,485.00","4,526.60","4,461.10","4,489.25","4,485.00","4,476.00","4,489.33","4,758.60","2,491.00",806767,"3,62,18,43,588.80",48590
19-Aug-20,EQ,"4,540.00","4,558.95","4,476.10","4,520.40","4,497.00","4,489.25","4,510.15","4,758.60","2,491.00",807214,"3,64,06,54,822.35",43048
18-Aug-20,EQ,"4,538.00","4,559.70","4,492.35","4,519.15","4,531.00","4,520.40","4,521.09","4,758.60","2,491.00",650432,"2,94,06,59,705.75",37057
17-Aug-20,EQ,"4,519.45","4,570.00","4,500.20","4,519.40","4,519.00","4,519.15","4,528.86","4,758.60","2,491.00",677666,"3,06,90,52,192.50",43377
14-Aug-20,EQ,"4,526.15","4,586.00","4,470.00","4,502.25","4,516.20","4,519.40","4,535.73","4,758.60","2,351.20",1150830,"5,21,98,54,354.60",61781
13-Aug-20,EQ,"4,550.15","4,590.45","4,491.75","4,518.15","4,508.00","4,502.25","4,535.87","4,758.60","2,351.20",910042,"4,12,78,29,788.65",58179
12-Aug-20,EQ,"4,575.00","4,579.90","4,484.05","4,595.90","4,524.00","4,518.15","4,520.32","4,758.60","2,351.20",1070736,"4,84,00,69,335.45",65982
11-Aug-20,EQ,"4,715.05","4,738.55","4,565.00","4,690.90","4,599.00","4,595.90","4,621.64","4,758.60","2,351.20",1291535,"5,96,90,10,635.10",75232
10-Aug-20,EQ,"4,605.00","4,758.60","4,605.00","4,573.50","4,691.65","4,690.90","4,694.19","4,758.60","2,351.20",1739577,"8,16,59,09,111.60",83696
07-Aug-20,EQ,"4,590.00","4,707.00","4,560.55","4,583.05","4,579.65","4,573.50","4,625.20","4,707.00","2,351.20",1665377,"7,70,27,08,528.50",78527
06-Aug-20,EQ,"4,610.05","4,658.00","4,567.55","4,600.95","4,576.00","4,583.05","4,605.67","4,670.00","2,351.20",917421,"4,22,53,39,736.20",52307
05-Aug-20,EQ,"4,655.05","4,665.70","4,581.70","4,634.85","4,609.30","4,600.95","4,617.35","4,670.00","2,351.20",1012014,"4,67,28,20,565.10",55654
04-Aug-20,EQ,"4,530.70","4,654.35","4,490.15","4,527.45","4,646.00","4,634.85","4,574.70","4,670.00","2,351.20",1666543,"7,62,39,31,186.95",87806
03-Aug-20,EQ,"4,521.05","4,670.00","4,500.00","4,521.05","4,530.70","4,527.45","4,581.05","4,670.00","2,351.20",2436651,"11,16,24,10,266.70",128754
31-Jul-20,EQ,"4,479.00","4,550.85","4,455.40","4,516.60","4,523.75","4,521.05","4,513.00","4,560.00","2,351.20",1582134,"7,14,01,70,816.50",91846
30-Jul-20,EQ,"4,393.90","4,560.00","4,340.00","4,302.20","4,500.00","4,516.60","4,485.64","4,560.00","2,351.20",6294420,"28,23,44,90,720.80",303126
29-Jul-20,EQ,"4,082.45","4,336.00","4,075.40","4,051.35","4,305.70","4,302.20","4,232.00","4,336.00","2,351.20",4953494,"20,96,31,63,795.00",228770
28-Jul-20,EQ,"4,019.00","4,092.00","4,007.35","4,015.70","4,062.50","4,051.35","4,061.70","4,190.00","2,351.20",518594,"2,10,63,72,346.20",26741
27-Jul-20,EQ,"4,085.00","4,085.65","3,962.95","4,065.95","4,008.75","4,015.70","4,010.84","4,190.00","2,351.20",581848,"2,33,36,99,525.20",39786
24-Jul-20,EQ,"4,130.00","4,179.90","4,051.65","4,130.00","4,065.00","4,065.95","4,116.92","4,190.00","2,351.20",1096018,"4,51,22,17,094.00",61260
23-Jul-20,EQ,"4,090.90","4,140.00","4,062.00","4,061.60","4,127.30","4,130.00","4,101.97","4,190.00","2,351.20",711960,"2,92,04,37,029.25",37157
22-Jul-20,EQ,"4,053.55","4,130.00","4,025.05","4,033.55","4,068.05","4,061.60","4,086.01","4,190.00","2,351.20",818821,"3,34,57,11,516.75",55807
21-Jul-20,EQ,"4,100.25","4,130.70","4,006.05","4,092.10","4,045.35","4,033.55","4,055.14","4,190.00","2,351.20",663296,"2,68,97,57,628.00",39273
20-Jul-20,EQ,"4,139.35","4,154.00","4,072.40","4,118.75","4,094.00","4,092.10","4,103.12","4,190.00","2,351.20",628902,"2,58,04,60,526.60",39314
17-Jul-20,EQ,"4,141.00","4,158.00","4,100.00","4,152.15","4,119.00","4,118.75","4,118.34","4,190.00","2,351.20",742576,"3,05,81,77,965.90",46911
16-Jul-20,EQ,"4,031.10","4,162.95","4,011.10","4,036.45","4,148.25","4,152.15","4,109.20","4,190.00","2,351.20",1561868,"6,41,80,24,128.75",80833
15-Jul-20,EQ,"3,989.00","4,047.80","3,961.00","3,983.15","4,030.50","4,036.45","4,013.41","4,190.00","2,351.20",1059395,"4,25,17,84,427.45",56958
14-Jul-20,EQ,"3,904.00","3,996.05","3,874.00","3,899.55","3,975.05","3,983.15","3,944.34","4,190.00","2,351.20",1208945,"4,76,84,93,473.30",89304
13-Jul-20,EQ,"3,915.30","3,928.95","3,874.00","3,905.45","3,904.00","3,899.55","3,901.31","4,190.00","2,351.20",535690,"2,08,98,91,037.00",42363
10-Jul-20,EQ,"3,899.70","3,957.00","3,883.20","3,896.60","3,905.00","3,905.45","3,924.65","4,190.00","2,351.20",830601,"3,25,98,15,084.00",65991
09-Jul-20,EQ,"3,905.00","3,917.00","3,854.05","3,886.70","3,899.00","3,896.60","3,884.41","4,190.00","2,351.20",491243,"1,90,81,89,454.35",41014
08-Jul-20,EQ,"3,831.00","3,944.70","3,831.00","3,823.50","3,888.15","3,886.70","3,903.99","4,190.00","2,351.20",1362258,"5,31,82,36,443.85",96969
07-Jul-20,EQ,"3,894.90","3,919.00","3,814.00","3,892.00","3,821.80","3,823.50","3,858.67","4,190.00","2,351.20",1035997,"3,99,75,69,735.95",79875
06-Jul-20,EQ,"3,925.00","3,940.00","3,877.00","3,921.45","3,892.00","3,892.00","3,894.20","4,190.00","2,351.20",569619,"2,21,82,13,075.15",47113
03-Jul-20,EQ,"3,940.00","3,967.95","3,910.00","3,920.55","3,919.80","3,921.45","3,929.92","4,190.00","2,351.20",456078,"1,79,23,50,856.30",29150
02-Jul-20,EQ,"3,946.00","3,979.00","3,901.00","3,911.45","3,918.00","3,920.55","3,930.19","4,190.00","2,351.20",742294,"2,91,73,56,533.60",46117
01-Jul-20,EQ,"3,965.20","3,966.00","3,885.85","3,944.95","3,915.00","3,911.45","3,912.41","4,190.00","2,351.20",623565,"2,43,96,44,985.75",46598
30-Jun-20,EQ,"4,000.00","4,010.90","3,925.50","3,973.85","3,950.25","3,944.95","3,956.77","4,190.00","2,351.20",680942,"2,69,43,30,721.60",57525
29-Jun-20,EQ,"3,998.00","4,044.00","3,958.75","3,998.60","3,967.25","3,973.85","3,994.57","4,190.00","2,351.20",538493,"2,15,10,48,884.55",32304
26-Jun-20,EQ,"4,015.00","4,065.00","3,965.00","4,006.60","4,004.00","3,998.60","4,007.01","4,190.00","2,351.20",743912,"2,98,08,66,435.40",54415
25-Jun-20,EQ,"4,030.00","4,041.00","3,976.55","4,042.65","4,004.45","4,006.60","4,009.07","4,190.00","2,351.20",753882,"3,02,23,62,832.75",49914
24-Jun-20,EQ,"4,112.45","4,136.70","4,028.30","4,108.85","4,049.80","4,042.65","4,078.04","4,190.00","2,351.20",535565,"2,18,40,57,321.05",39572
23-Jun-20,EQ,"4,047.90","4,130.00","4,040.10","4,032.85","4,102.05","4,108.85","4,097.76","4,190.00","2,351.20",960083,"3,93,41,92,873.90",59249
22-Jun-20,EQ,"4,032.00","4,062.50","4,010.90","4,005.60","4,038.00","4,032.85","4,031.83","4,190.00","2,351.20",531202,"2,14,17,16,213.60",31234
19-Jun-20,EQ,"4,020.25","4,044.90","3,992.00","4,007.00","4,010.00","4,005.60","4,014.04","4,190.00","2,351.20",730943,"2,93,40,37,898.85",44735
18-Jun-20,EQ,"4,010.00","4,052.45","3,992.00","3,985.20","4,010.00","4,007.00","4,023.65","4,190.00","2,351.20",722877,"2,90,86,00,881.25",58005
17-Jun-20,EQ,"4,005.45","4,042.75","3,972.00","4,005.45","3,981.05","3,985.20","3,999.01","4,190.00","2,351.20",637364,"2,54,88,27,037.55",47282
16-Jun-20,EQ,"4,065.00","4,080.00","3,952.75","4,012.30","4,013.95","4,005.45","4,009.04","4,190.00","2,351.20",780026,"3,12,71,54,870.45",46910
15-Jun-20,EQ,"4,048.00","4,126.90","3,960.60","4,007.95","4,007.65","4,012.30","4,045.19","4,190.00","2,351.20",1391915,"5,63,05,59,191.45",80522
12-Jun-20,EQ,"3,992.00","4,036.60","3,981.00","4,057.60","4,006.00","4,007.95","4,007.75","4,190.00","2,351.20",782308,"3,13,52,90,978.30",57567
11-Jun-20,EQ,"4,113.00","4,127.95","4,037.00","4,112.50","4,056.25","4,057.60","4,088.48","4,190.00","2,351.20",827516,"3,38,32,82,905.80",73379
10-Jun-20,EQ,"4,145.00","4,190.00","4,087.70","4,123.80","4,120.00","4,112.50","4,146.96","4,190.00","2,351.20",1553988,"6,44,43,25,258.55",104262
09-Jun-20,EQ,"3,930.00","4,142.00","3,930.00","3,967.60","4,120.00","4,123.80","4,104.91","4,142.00","2,351.20",2275180,"9,33,94,09,283.80",136438
08-Jun-20,EQ,"4,034.90","4,034.90","3,942.00","4,024.90","3,970.00","3,967.60","3,984.48","4,132.20","2,351.20",712014,"2,83,70,05,574.35",71698
05-Jun-20,EQ,"4,019.45","4,050.00","3,992.30","3,998.90","4,025.00","4,024.90","4,030.61","4,132.20","2,351.20",771006,"3,10,76,25,603.35",65450
04-Jun-20,EQ,"3,959.90","4,057.00","3,956.65","3,962.40","3,995.35","3,998.90","4,011.99","4,132.20","2,351.20",1199450,"4,81,21,80,363.10",83021
03-Jun-20,EQ,"3,928.80","3,990.00","3,911.25","3,895.30","3,966.00","3,962.40","3,963.09","4,132.20","2,351.20",738828,"2,92,80,39,687.45",50038
02-Jun-20,EQ,"3,985.00","4,007.30","3,886.00","3,953.55","3,906.00","3,895.30","3,946.80","4,132.20","2,351.20",1490210,"5,88,15,58,115.45",71230
01-Jun-20,EQ,"4,077.60","4,092.35","3,941.05","4,071.25","3,951.50","3,953.55","3,998.69","4,132.20","2,351.20",1369831,"5,47,75,35,755.00",94689
29-May-20,EQ,"3,880.00","4,090.70","3,869.30","3,887.75","4,060.00","4,071.25","4,018.76","4,132.20","2,351.20",1926274,"7,74,12,24,408.35",119501
28-May-20,EQ,"3,895.00","3,910.80","3,842.50","3,883.00","3,877.45","3,887.75","3,873.43","4,132.20","2,351.20",792562,"3,06,99,36,779.10",53015
27-May-20,EQ,"3,864.75","3,900.00","3,814.00","3,864.30","3,890.95","3,883.00","3,853.68","4,132.20","2,351.20",861668,"3,32,05,92,984.60",69021
26-May-20,EQ,"3,899.00","3,939.00","3,853.45","3,892.85","3,867.00","3,864.30","3,899.21","4,132.20","2,351.20",827396,"3,22,61,93,429.60",55708
22-May-20,EQ,"3,840.60","3,910.00","3,811.00","3,847.50","3,886.00","3,892.85","3,863.36","4,132.20","2,351.20",1010561,"3,90,41,58,735.50",64836
21-May-20,EQ,"3,950.00","3,954.15","3,825.50","3,910.20","3,839.00","3,847.50","3,871.94","4,132.20","2,351.20",1734433,"6,71,56,26,809.25",101877
20-May-20,EQ,"3,720.90","3,930.00","3,693.15","3,699.60","3,915.05","3,910.20","3,807.72","4,132.20","2,351.20",4216736,"16,05,61,34,189.20",235377
19-May-20,EQ,"3,700.15","3,722.00","3,660.10","3,679.15","3,707.80","3,699.60","3,703.86","4,132.20","2,351.20",935404,"3,46,46,09,542.20",72084
18-May-20,EQ,"3,760.15","3,762.55","3,613.85","3,735.10","3,672.00","3,679.15","3,684.21","4,132.20","2,351.20",990955,"3,65,08,86,048.90",70604
